paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
0,3,335,0,1,1
1,1,359,0,1,1
0,5,34,0,0,1
1,5,367,0,1,1
0,5,178,0,1,1
1,4,238,0,1,1
1,3,34,0,0,0
0,3,266,0,1,1
1,1,313,0,1,1
0,5,404,0,1,1
0,4,221,0,1,1
1,4,164,0,1,1
1,2,397,0,1,1
1,4,346,0,1,1
0,3,430,0,1,1
0,4,11,0,0,0
0,5,152,0,1,1
1,4,62,0,0,1
0,2,369,0,1,1
1,5,432,0,1,1
1,2,362,0,1,1
0,2,400,0,1,1
0,3,350,0,1,1
1,2,243,0,1,1
0,4,110,0,0,1
1,1,132,0,1,1
1,3,115,0,1,1
1,2,176,0,1,1
0,2,180,0,1,1
0,4,28,0,0,0
1,3,241,0,1,1
0,7,460,0,1,1
1,5,127,0,0,1
1,2,152,0,1,1
0,2,179,0,1,1
0,7,291,0,1,1
0,5,238,0,1,1
1,4,123,0,1,1
1,2,172,0,1,1
1,5,172,0,1,1
1,7,204,0,1,1
1,4,25,0,0,0
1,3,105,0,0,1
0,2,184,0,1,1
0,7,69,0,0,1
1,4,87,0,0,0
0,3,134,0,1,1
0,2,108,0,1,1
0,4,327,0,1,1
1,5,91,0,0,0
1,2,191,0,1,1
0,3,94,0,0,1
0,2,301,0,1,1
1,3,41,0,0,1
0,5,401,0,1,1
0,1,180,0,1,1
1,3,269,0,1,1
1,3,358,0,1,1
1,3,111,0,1,1
1,2,313,0,1,1
1,3,100,0,1,1
1,2,209,0,1,1
0,4,106,0,1,1
0,3,276,0,1,1
1,2,296,0,1,1
0,2,465,0,1,1
1,2,235,0,1,1
1,3,305,0,1,1
1,1,216,0,1,1
1,3,465,0,1,1
1,2,329,0,1,1
1,2,286,0,1,1
1,5,437,0,1,1
1,2,258,0,1,1
0,5,271,0,1,1
1,5,208,0,1,1
1,5,101,0,1,1
1,2,44,0,1,0
1,2,111,0,0,1
1,2,402,0,1,1
1,5,342,0,1,1
1,5,14,0,0,0
1,7,16,0,0,0
0,2,176,0,1,1
1,3,71,0,0,1
0,3,413,0,1,1
0,5,468,0,1,1
1,4,463,0,1,1
1,2,86,0,1,0
0,4,151,0,1,1
1,4,417,0,1,1
1,4,25,0,0,0
1,3,299,0,1,1
0,3,289,0,1,1
0,4,397,0,1,1
0,3,73,0,0,0
1,4,33,0,0,0
0,2,103,0,0,1
1,4,208,0,1,1
1,4,170,0,0,1
0,5,111,0,0,1
1,2,300,0,1,1
1,4,165,0,1,1
0,3,53,0,0,0
1,5,74,0,1,1
0,5,81,0,1,1
0,2,443,0,1,1
0,3,236,0,1,1
1,2,30,0,0,1
0,2,447,0,1,1
0,3,354,0,1,1
0,5,332,0,1,1
1,7,346,0,1,1
0,1,171,0,1,1
1,3,170,0,1,1
1,5,297,0,1,1
0,5,218,0,1,1
1,5,433,0,1,1
1,4,250,0,1,1
0,5,228,0,1,1
0,4,153,0,1,1
1,3,430,0,1,1
0,1,334,0,1,1
1,3,326,0,1,1
1,3,216,0,1,1
1,2,340,0,1,1
1,3,25,0,0,0
1,5,415,0,1,1
1,2,326,0,1,1
1,4,190,0,1,1
0,5,220,0,1,1
1,5,393,0,1,1
1,2,100,0,0,1
1,2,459,0,1,1
1,2,287,0,1,1
0,4,466,0,1,1
1,4,49,0,1,0
1,1,432,0,1,1
0,3,242,0,1,1
1,2,94,0,0,1
1,1,46,0,0,1
1,4,474,0,1,1
1,7,291,0,1,1
1,5,408,0,1,1
0,5,218,0,1,1
0,7,62,0,1,0
0,5,343,0,1,1
1,5,74,0,0,0
0,5,111,0,0,1
1,3,424,0,1,1
0,5,219,0,1,1
0,5,395,0,1,1
1,5,251,0,1,1
1,5,100,0,1,1
0,7,204,0,1,1
1,5,166,0,1,1
0,4,258,0,1,1
1,7,454,0,1,1
0,4,311,0,1,1
1,2,278,0,1,1
1,7,157,0,1,1
1,4,122,0,1,1
1,4,103,0,0,0
0,2,444,0,1,1
0,4,302,0,1,1
0,4,416,0,1,1
1,3,301,0,1,1
1,1,451,0,1,1
1,1,280,0,1,1
1,2,54,0,0,0
0,4,22,0,0,0
1,4,424,0,1,1
0,4,452,0,1,1
1,3,33,0,0,1
0,2,308,0,1,1
1,3,134,0,1,1
1,5,428,0,1,1
1,5,375,0,1,1
0,4,179,0,1,1
1,3,404,0,1,1
1,1,52,0,0,1
1,3,133,0,1,1
0,4,188,0,1,1
0,4,317,0,1,1
1,5,246,0,1,1
0,3,123,0,1,1
1,2,154,0,1,1
1,3,331,0,1,1
0,4,310,0,1,1
0,2,118,0,1,1
1,3,133,0,1,1
1,5,128,0,1,1
1,5,180,0,1,1
1,1,411,0,1,1
0,3,314,0,1,1
1,2,344,0,1,1
1,4,219,0,1,1
1,5,378,0,1,1
1,4,299,0,1,1
0,3,266,0,1,1
0,4,258,0,1,1
0,7,177,0,1,1
0,4,353,0,1,1
0,3,461,0,1,1
1,3,320,0,1,1
1,5,254,0,1,1
0,1,41,0,0,1
1,3,459,0,1,1
1,4,86,0,1,1
0,2,105,0,1,0
1,3,423,0,1,1
1,2,349,0,1,1
1,5,294,0,1,1
0,5,445,0,1,1
1,3,449,0,1,1
1,4,140,0,1,1
1,3,121,0,0,0
0,2,318,0,1,1
1,4,205,0,1,1
1,4,344,0,1,1
0,5,409,0,1,1
1,3,160,0,1,1
1,2,467,0,1,1
1,2,80,0,1,1
0,4,105,0,0,1
1,1,49,0,0,1
0,4,330,0,1,1
1,7,44,0,0,0
1,4,360,0,1,1
1,4,271,0,1,1
1,5,13,0,0,0
1,2,434,0,1,1
0,4,233,0,1,1
0,5,403,0,1,1
1,5,380,0,1,1
1,5,375,0,1,1
1,2,331,0,1,1
1,3,195,0,1,1
0,3,418,0,1,1
1,4,43,0,1,0
1,4,97,0,1,1
1,7,327,0,1,1
0,7,96,0,0,0
1,5,152,0,1,1
1,3,427,0,1,1
1,5,250,0,1,1
0,4,175,0,1,1
0,1,149,0,1,1
1,4,471,0,1,1
1,4,82,0,0,0
1,3,142,0,1,1
1,2,285,0,1,1
1,2,53,0,0,0
1,3,50,0,0,0
0,4,102,0,0,1
1,5,210,0,1,1
0,3,331,0,1,1
1,3,150,0,1,1
1,3,310,0,1,1
1,5,297,0,1,1
0,3,161,0,1,1
1,5,267,0,1,1
1,1,24,0,0,0
0,4,264,0,1,1
1,4,243,0,1,1
1,2,244,0,1,1
0,5,277,0,1,1
1,5,230,0,1,1
0,3,149,0,1,1
1,2,463,0,1,1
1,5,416,0,1,1
0,2,19,0,0,0
0,4,182,0,1,1
0,4,330,0,1,1
0,4,50,0,0,1
0,3,337,0,1,1
1,4,19,0,0,0
1,4,287,0,1,1
1,3,274,0,1,1
1,4,229,0,1,1
1,4,444,0,1,1
1,4,340,0,1,1
1,4,223,0,1,1
0,2,437,0,1,1
0,7,477,0,1,1
0,4,123,0,1,1
0,3,261,0,1,1
0,5,366,0,1,1
1,4,86,0,0,1
0,5,211,0,1,1
0,2,240,0,1,1
0,3,469,0,1,1
1,2,148,0,0,1
1,5,413,0,1,1
1,3,155,0,1,1
1,1,237,0,1,1
0,5,102,0,0,1
1,3,396,0,1,1
0,2,346,0,1,1
0,2,279,0,1,1
0,4,157,0,1,1
1,4,389,0,1,1
0,3,319,0,1,1
1,3,412,0,1,1
0,2,47,0,0,0
0,2,412,0,1,1
1,3,52,0,0,1
1,5,62,0,0,0
0,7,33,0,0,1
0,5,66,0,0,0
1,3,239,0,1,1
1,3,399,0,1,1
0,4,455,0,1,1
0,4,246,0,1,1
0,4,151,0,1,1
0,2,284,0,1,1
0,3,294,0,1,1
0,3,298,0,1,1
1,3,63,0,1,1
1,5,18,0,0,1
0,3,200,0,1,1
1,2,63,0,0,0
0,2,363,0,1,1
0,3,401,0,1,1
1,1,270,0,1,1
1,3,54,0,1,1
1,2,437,0,1,1
0,2,318,0,1,1
1,2,340,0,1,1
1,4,128,0,1,1
1,5,423,0,1,1
1,2,302,0,1,1
1,4,446,0,1,1
0,3,270,0,1,1
0,3,66,0,0,0
0,4,376,0,1,1
1,4,260,0,1,1
1,5,444,0,1,1
1,2,168,0,1,1
1,5,71,0,0,0
0,4,435,0,1,1
0,4,58,0,0,0
1,3,178,0,1,1
0,3,315,0,1,1
1,2,13,0,0,0
0,3,110,0,1,1
0,4,296,0,1,1
0,4,454,0,1,1
1,2,215,0,1,1
1,5,253,0,1,1
0,2,472,0,1,1
1,4,82,0,1,0
1,5,122,0,0,1
0,5,181,0,1,1
1,5,417,0,1,1
0,3,349,0,1,1
1,5,162,0,1,1
0,3,156,0,1,1
1,7,238,0,1,1
0,5,450,0,1,1
1,3,405,0,1,1
1,7,363,0,1,1
0,3,174,0,1,1
0,3,475,0,1,1
1,3,475,0,1,1
1,1,57,0,1,1
1,3,182,0,1,1
0,4,317,0,1,1
0,5,349,0,1,1
0,2,334,0,1,1
1,5,82,0,0,1
1,4,392,0,1,1
0,4,127,0,0,1
1,3,134,0,1,1
0,3,466,0,1,1
1,2,353,0,1,1
1,7,103,0,1,0
0,4,416,0,1,1
1,5,37,0,1,1
1,4,355,0,1,1
1,3,454,0,1,1
1,4,169,0,1,1
1,1,302,0,1,1
1,4,326,0,1,1
1,1,39,0,0,0
1,4,115,0,0,1
1,3,466,0,1,1
1,3,367,0,1,1
0,7,209,0,1,1
1,4,373,0,1,1
1,4,156,0,1,1
1,4,282,0,1,1
1,3,301,0,1,1
0,4,110,0,0,1
1,4,20,0,0,0
1,3,148,0,1,1
0,4,403,0,1,1
0,4,166,0,1,1
1,2,431,0,1,1
1,5,83,0,0,1
1,2,276,0,1,1
1,3,398,0,1,1
0,3,38,0,0,0
1,2,467,0,1,1
1,3,263,0,1,1
1,3,273,0,1,1
1,2,72,0,0,1
1,3,334,0,1,1
1,4,460,0,1,1
0,3,412,0,1,1
1,1,181,0,1,1
1,3,362,0,1,1
0,5,367,0,1,1
0,4,217,0,1,1
1,7,418,0,1,1
1,2,346,0,1,1
1,4,156,0,1,1
1,4,395,0,1,1
0,1,470,0,1,1
0,7,427,0,1,1
1,3,34,0,0,0
0,4,197,0,1,1
1,5,92,0,1,0
1,2,172,0,1,1
0,2,384,0,1,1
1,5,230,0,1,1
1,4,17,0,0,0
1,3,141,0,1,0
1,7,412,0,1,1
1,3,327,0,1,1
0,7,358,0,1,1
0,4,457,0,1,1
0,2,210,0,1,1
1,7,389,0,1,1
0,5,293,0,1,1
1,2,327,0,1,1
1,2,227,0,1,1
1,5,192,0,1,1
1,2,94,0,0,1
0,7,193,0,1,1
1,2,102,0,0,1
0,7,450,0,1,1
0,1,477,0,1,1
0,3,91,0,0,1
0,5,414,0,1,1
0,3,297,0,1,1
1,2,78,0,0,1
0,4,110,0,1,1
1,3,191,0,1,1
1,4,84,0,0,0
0,1,200,0,1,1
1,4,473,0,1,1
1,2,268,0,1,1
1,7,280,0,1,1
1,3,303,0,1,1
1,3,294,0,1,1
1,7,141,0,1,1
1,3,384,0,1,1
0,3,82,0,1,0
1,3,88,0,1,1
1,1,268,0,1,1
1,1,87,0,1,1
1,1,326,0,1,1
0,7,103,0,1,1
1,2,136,0,1,1
1,3,325,0,1,1
0,3,320,0,1,1
1,5,233,0,1,1
0,5,265,0,1,1
1,2,132,0,1,1
0,4,60,0,0,1
1,3,400,0,1,1
0,2,137,0,0,1
0,5,41,0,0,1
0,3,335,0,1,1
0,7,168,0,1,1
0,4,417,0,1,1
1,3,330,0,1,1
0,3,16,0,0,0
1,2,185,0,1,1
1,4,468,0,1,1
1,3,153,0,1,1
1,4,183,0,1,1
0,3,446,0,1,1
1,5,383,0,1,1
0,2,313,0,1,1
1,5,63,0,0,0
1,3,382,0,1,1
1,7,37,0,0,0
1,2,425,0,1,1
1,4,247,0,1,1
0,5,391,0,1,1
1,2,352,0,1,1
0,1,97,0,0,1
1,4,289,0,1,1
1,4,216,0,1,1
0,1,192,0,1,1
0,2,198,0,1,1
0,5,156,0,0,1
1,2,354,0,1,1
1,3,143,0,1,1
0,5,466,0,1,1
0,3,18,0,0,0
1,4,407,0,1,1
0,4,395,0,1,1
0,2,195,0,1,1
1,5,343,0,1,1
0,5,57,0,0,0
1,2,76,0,0,0
0,5,343,0,1,1
0,3,149,0,1,1
1,5,454,0,1,1
1,5,87,0,0,0
1,4,71,0,1,1
0,5,223,0,1,1
0,3,141,0,0,1
1,2,353,0,1,1
1,4,89,0,0,1
1,2,330,0,1,1
1,5,463,0,1,1
1,2,117,0,1,1
1,4,64,0,0,0
0,3,109,0,1,0
0,7,205,0,1,1
0,3,242,0,1,1
1,4,404,0,1,1
1,4,262,0,1,1
0,5,75,0,0,0
1,3,144,0,1,1
0,2,195,0,1,1
1,1,123,0,1,1
1,3,60,0,0,0
0,4,67,0,1,1
1,3,246,0,1,1
0,1,190,0,1,1
1,4,270,0,1,1
0,7,456,0,1,1
0,3,354,0,1,1
1,4,469,0,1,1
0,3,142,0,1,1
1,3,397,0,1,1
1,3,361,0,1,1
1,3,403,0,1,1
1,4,34,0,0,1
0,4,61,0,1,0
1,3,198,0,1,1
0,2,392,0,1,1
1,4,432,0,1,1
1,2,40,0,0,0
1,4,411,0,1,1
1,2,156,0,1,1
0,5,427,0,1,1
0,7,13,0,0,1
0,2,99,0,0,1
1,5,162,0,1,1
1,5,456,0,1,1
0,4,238,0,1,1
1,4,257,0,1,1
0,3,442,0,1,1
1,4,93,0,1,0
1,3,409,0,1,1
1,2,28,0,0,1
1,4,223,0,1,1
0,3,391,0,1,1
0,4,30,0,0,1
1,4,375,0,1,1
0,1,47,0,0,1
1,2,323,0,1,1
1,4,173,0,1,1
1,3,365,0,1,1
1,2,238,0,1,1
1,2,18,0,1,0
1,2,82,0,0,1
0,5,249,0,1,1
0,2,40,0,0,0
1,4,478,0,1,1
0,4,350,0,1,1
0,3,306,0,1,1
1,5,345,0,1,1
1,1,341,0,1,1
1,2,81,0,1,1
0,4,446,0,1,1
1,4,434,0,1,1
0,5,330,0,1,1
0,4,231,0,1,1
1,2,476,0,1,1
1,4,280,0,1,1
1,7,136,0,0,1
0,4,336,0,1,1
1,2,290,0,1,1
1,3,338,0,1,1
0,3,426,0,1,1
0,5,262,0,1,1
1,3,46,0,0,0
0,5,181,0,1,1
1,5,305,0,1,1
1,3,225,0,1,1
1,1,269,0,1,1
0,1,443,0,1,1
0,4,451,0,1,1
1,5,246,0,1,1
1,4,443,0,1,1
1,3,40,0,0,0
1,4,238,0,1,1
1,3,321,0,1,1
1,4,324,0,1,1
1,2,325,0,1,1
1,3,310,0,1,1
1,3,146,0,1,0
1,3,439,0,1,1
0,4,272,0,1,1
1,4,30,0,0,1
0,4,107,0,1,1
0,2,363,0,1,1
1,3,19,0,0,0
1,5,176,0,0,1
1,7,281,0,1,1
0,4,170,0,1,1
1,5,430,0,1,1
0,3,43,0,1,1
0,3,473,0,1,1
1,5,357,0,1,1
1,1,438,0,1,1
0,2,351,0,1,1
1,4,422,0,1,1
1,4,71,0,0,1
1,4,213,0,1,1
1,3,55,0,0,0
1,2,158,0,1,1
1,2,318,0,1,1
1,2,294,0,1,1
1,2,226,0,1,1
0,3,109,0,1,1
1,3,382,0,1,1
1,4,427,0,1,1
1,2,348,0,1,1
1,4,38,0,0,0
1,5,171,0,1,1
1,2,159,0,1,1
0,3,215,0,1,1
1,2,462,0,1,1
0,5,152,0,1,1
0,4,416,0,1,1
0,4,314,0,1,1
0,4,459,0,1,1
1,2,324,0,1,1
1,3,47,0,0,1
1,4,84,0,0,0
0,4,81,0,0,0
1,4,316,0,1,1
1,3,156,0,1,1
0,4,434,0,1,1
1,5,415,0,1,1
1,4,290,0,1,1
0,1,242,0,1,1
0,4,388,0,1,1
1,3,210,0,1,1
1,5,440,0,1,1
1,5,288,0,1,1
1,3,202,0,1,1
0,3,171,0,1,1
0,5,375,0,1,1
1,2,25,0,0,0
0,1,104,0,1,1
0,2,410,0,1,1
0,4,334,0,1,1
1,3,423,0,1,1
1,2,331,0,1,1
0,2,425,0,1,1
0,5,458,0,1,1
0,1,48,0,0,0
0,5,43,0,0,0
1,2,63,0,0,0
0,7,389,0,1,1
1,2,430,0,1,1
0,4,120,0,1,1
1,5,350,0,1,1
0,2,148,0,1,1
1,5,272,0,1,1
1,5,105,0,0,1
0,4,418,0,1,1
0,5,246,0,1,1
1,4,447,0,1,1
1,3,312,0,1,1
1,4,13,0,0,0
1,5,39,0,0,0
0,2,392,0,1,1
0,7,89,0,1,1
1,3,406,0,1,1
0,4,235,0,1,1
1,3,472,0,1,1
1,4,88,0,0,1
1,4,325,0,1,1
0,1,187,0,1,1
0,3,142,0,1,1
1,2,409,0,1,1
0,5,63,0,0,1
0,7,20,0,0,0
1,5,165,0,1,1
0,4,254,0,1,1
0,4,244,0,1,1
0,2,222,0,1,1
0,3,195,0,1,1
0,3,423,0,1,1
1,4,159,0,1,1
0,5,20,0,0,0
0,1,194,0,1,1
0,3,353,0,1,1
0,3,370,0,1,1
1,4,69,0,0,1
1,5,256,0,1,1
1,5,163,0,1,1
1,2,93,0,1,1
0,4,411,0,1,1
1,3,124,0,1,1
1,4,25,0,0,0
1,2,45,0,0,0
1,7,68,0,1,0
1,3,67,0,0,1
1,2,232,0,1,1
1,5,181,0,1,1
1,3,186,0,1,1
0,4,408,0,1,1
1,4,193,0,1,1
1,1,38,0,0,0
0,2,427,0,1,1
1,3,213,0,1,1
1,2,90,0,1,1
1,3,62,0,1,1
1,3,413,0,1,1
1,4,406,0,1,1
1,7,169,0,1,1
0,4,308,0,1,1
1,4,429,0,1,1
1,4,345,0,1,1
1,3,259,0,1,1
1,4,126,0,1,1
1,5,300,0,1,1
0,1,134,0,1,1
0,4,439,0,1,1
1,2,468,0,1,1
1,2,70,0,0,1
0,3,121,0,1,1
1,4,42,0,0,1
0,3,152,0,1,1
0,2,299,0,1,1
1,2,169,0,1,1
1,3,218,0,1,1
0,3,405,0,1,1
1,7,293,0,1,1
1,7,62,0,0,0
0,2,256,0,1,1
0,4,183,0,1,1
1,5,335,0,1,1
1,4,345,0,1,1
1,4,64,0,0,0
0,2,224,0,1,1
0,3,253,0,1,1
1,2,190,0,1,1
0,5,389,0,1,1
1,3,245,0,1,1
1,4,400,0,1,1
0,1,152,0,1,1
1,1,338,0,1,1
0,4,437,0,1,1
0,7,353,0,1,1
1,5,110,0,0,1
0,2,413,0,1,1
0,3,400,0,1,1
1,7,40,0,1,1
1,2,54,0,1,1
1,5,38,0,0,0
0,7,457,0,1,1
1,5,247,0,1,1
1,4,98,0,1,1
1,4,13,0,0,0
1,3,455,0,1,1
1,3,13,0,0,0
1,5,457,0,1,1
1,2,272,0,1,1
1,4,221,0,1,1
1,4,339,0,1,1
1,3,76,0,0,1
0,4,358,0,1,1
1,5,97,0,1,1
1,2,456,0,1,1
1,2,249,0,1,1
0,4,345,0,1,1
1,2,455,0,1,1
0,3,32,0,0,0
0,5,185,0,1,1
1,4,139,0,1,0
1,4,126,0,0,1
0,3,253,0,1,1
0,4,415,0,1,1
0,7,85,0,0,1
1,5,307,0,1,1
0,4,430,0,1,1
0,2,29,0,0,0
0,5,434,0,1,1
1,4,364,0,1,1
1,2,253,0,1,1
1,1,434,0,1,1
1,5,78,0,1,1
0,7,272,0,1,1
1,5,113,0,1,0
1,3,236,0,1,1
0,2,205,0,1,1
1,4,89,0,1,1
0,4,35,0,1,0
0,4,467,0,1,1
0,3,289,0,1,1
1,2,358,0,1,1
0,3,252,0,1,1
1,3,225,0,1,1
0,3,91,0,1,1
0,5,207,0,1,1
0,7,329,0,1,1
1,2,223,0,1,1
0,3,381,0,1,1
1,1,463,0,1,1
0,4,341,0,1,1
1,5,184,0,1,1
0,2,227,0,1,1
0,4,463,0,1,1
1,2,437,0,1,1
0,2,67,0,0,0
0,4,26,0,0,0
1,4,310,0,1,1
0,3,334,0,1,1
0,3,347,0,1,1
0,3,36,0,0,0
1,5,53,0,0,1
0,2,307,0,1,1
0,5,170,0,1,1
0,3,158,0,1,1
1,3,54,0,0,1
1,4,345,0,1,1
1,3,240,0,1,1
1,3,52,0,0,1
1,5,118,0,1,1
1,2,256,0,1,1
0,5,392,0,1,1
1,4,168,0,1,1
1,4,177,0,1,1
0,4,105,0,0,1
1,7,349,0,1,1
0,4,352,0,1,1
1,4,119,0,1,1
1,1,97,0,0,1
0,5,128,0,1,1
0,1,416,0,1,1
0,2,207,0,1,1
1,2,276,0,1,1
1,2,68,0,1,0
0,5,332,0,1,1
1,5,335,0,1,1
1,3,349,0,1,1
0,1,46,0,0,1
1,2,76,0,0,1
1,2,367,0,1,1
1,3,61,0,0,0
1,4,402,0,1,1
1,2,427,0,1,1
1,3,119,0,1,1
1,2,270,0,1,1
1,4,132,0,1,1
0,2,471,0,1,1
0,1,60,0,0,1
1,5,337,0,1,1
0,4,86,0,1,0
1,2,214,0,1,1
1,3,400,0,1,1
0,4,364,0,1,1
0,4,94,0,0,0
0,3,140,0,1,1
0,5,55,0,0,0
1,5,201,0,1,1
1,5,35,0,0,1
0,4,169,0,1,1
0,3,199,0,1,1
0,3,268,0,1,1
0,5,60,0,1,1
0,5,131,0,1,1
0,5,202,0,1,1
1,2,78,0,0,0
1,4,24,0,0,0
1,4,290,0,1,1
0,4,209,0,1,1
1,3,162,0,1,1
1,4,336,0,1,1
1,5,63,0,1,0
1,3,47,0,0,1
1,2,409,0,1,1
1,5,136,0,1,1
1,2,167,0,1,1
0,4,475,0,1,1
0,2,159,0,1,1
1,5,412,0,1,1
0,4,468,0,1,1
1,4,77,0,0,1
1,2,466,0,1,1
1,2,364,0,1,1
1,2,79,0,0,1
1,5,305,0,1,1
1,3,418,0,1,1
1,2,381,0,1,1
1,4,201,0,1,1
1,3,399,0,1,1
0,3,69,0,1,1
1,2,430,0,1,1
0,3,360,0,1,1
1,4,269,0,1,1
1,3,76,0,0,0
1,3,166,0,1,1
1,3,417,0,1,1
1,4,194,0,1,1
1,3,58,0,1,1
0,2,462,0,1,1
1,7,101,0,1,0
0,2,235,0,1,1
0,4,223,0,1,1
1,5,384,0,1,1
0,4,476,0,1,1
1,3,388,0,1,1
0,4,124,0,1,1
1,5,308,0,1,1
0,5,409,0,1,1
0,4,231,0,1,1
1,5,272,0,1,1
1,3,366,0,1,1
1,5,329,0,1,1
0,3,83,0,0,0
0,2,309,0,1,1
1,3,272,0,1,1
1,3,207,0,1,1
0,4,409,0,1,1
0,4,57,0,0,0
0,5,121,0,1,1
1,5,229,0,1,1
1,2,148,0,1,1
0,3,242,0,1,1
1,3,449,0,1,1
1,2,355,0,1,1
0,5,348,0,1,1
0,1,184,0,1,1
1,4,81,0,1,1
1,4,446,0,1,1
1,4,204,0,1,1
1,2,476,0,1,1
1,4,116,0,1,1
1,3,298,0,1,1
1,5,280,0,1,1
1,2,185,0,1,1
1,2,249,0,1,1
1,3,122,0,1,1
1,7,361,0,1,1
0,2,420,0,1,1
1,3,223,0,1,1
1,4,439,0,1,1
1,4,365,0,1,1
1,5,169,0,1,1
0,3,367,0,1,1
0,7,11,0,0,0
0,3,476,0,1,1
0,5,304,0,1,1
0,4,61,0,1,0
1,2,16,0,0,0
1,4,102,0,1,1
1,5,55,0,0,1
0,5,168,0,1,1
1,5,40,0,0,0
1,2,84,0,0,1
1,4,427,0,1,1
0,5,123,0,1,1
0,3,50,0,0,0
1,5,336,0,1,1
1,5,342,0,1,1
1,5,181,0,1,1
1,4,35,0,0,0
1,5,434,0,1,1
0,3,273,0,1,1
1,2,311,0,1,1
1,2,192,0,1,1
1,2,363,0,1,1
0,5,130,0,1,1
1,5,133,0,1,1
0,7,219,0,1,1
1,5,152,0,1,1
0,4,243,0,1,1
0,3,58,0,0,0
0,2,469,0,1,1
1,4,350,0,1,1
0,2,272,0,1,1
1,3,306,0,1,1
0,4,433,0,1,1
1,5,113,0,0,1
1,3,121,0,1,1
1,4,191,0,1,1
1,4,384,0,1,1
1,2,286,0,1,1
1,4,286,0,1,1
1,4,339,0,1,1
1,2,406,0,1,1
0,3,443,0,1,1
1,3,265,0,1,1
1,5,188,0,1,1
1,5,236,0,1,1
1,2,110,0,1,1
1,3,19,0,0,1
1,1,111,0,1,1
1,3,287,0,1,1
1,4,182,0,1,1
1,1,283,0,1,1
1,1,189,0,1,1
1,5,315,0,1,1
0,3,318,0,1,1
0,3,14,0,0,0
1,4,113,0,1,1
1,3,200,0,1,1
0,4,352,0,1,1
1,4,117,0,1,1
0,3,411,0,1,1
0,4,70,0,0,0
1,5,38,0,1,0
1,3,177,0,1,1
1,2,479,0,1,1
1,5,26,0,0,0
1,3,205,0,1,1
0,2,29,0,0,1
0,3,204,0,1,1
1,5,349,0,1,1
0,7,283,0,1,1
0,2,419,0,1,1
1,5,141,0,1,1
1,4,178,0,1,1
1,1,299,0,1,1
1,3,460,0,1,1
0,2,289,0,1,1
0,3,267,0,1,1
0,5,268,0,1,1
1,2,320,0,1,1
0,4,479,0,1,1
0,3,222,0,1,1
0,2,372,0,1,1
1,7,214,0,1,1
1,5,353,0,1,1
0,2,258,0,1,1
0,3,320,0,1,1
1,5,107,0,1,1
1,3,446,0,1,1
0,5,378,0,1,1
1,2,319,0,1,1
1,2,414,0,1,1
1,5,379,0,1,1
1,5,301,0,1,1
1,4,322,0,1,1
0,4,479,0,1,1
1,4,392,0,1,1
0,3,27,0,0,0
0,3,209,0,1,1
0,4,264,0,1,1
1,5,313,0,1,1
1,2,55,0,0,0
0,2,408,0,1,1
1,1,72,0,1,1
1,3,63,0,1,0
1,4,210,0,1,1
0,3,398,0,1,1
0,3,189,0,1,1
1,2,446,0,1,1
1,2,111,0,1,1
0,3,224,0,1,1
0,3,476,0,1,1
1,3,257,0,1,1
0,3,191,0,1,1
0,2,215,0,1,1
0,4,85,0,0,0
0,2,54,0,0,0
0,4,86,0,0,1
0,3,134,0,1,1
1,3,129,0,1,1
1,2,26,0,0,0
0,2,305,0,1,1
0,3,173,0,1,1
0,7,186,0,1,1
1,4,166,0,1,1
0,2,360,0,1,1
1,3,171,0,1,1
0,5,445,0,1,1
0,2,268,0,1,1
0,5,463,0,1,1
0,7,65,0,1,1
0,5,188,0,1,1
1,4,242,0,1,1
0,5,351,0,1,1
0,5,176,0,1,1
1,4,181,0,1,1
0,4,22,0,0,0
0,3,97,0,1,1
1,1,352,0,1,1
1,4,72,0,1,0
1,4,218,0,1,1
1,5,443,0,1,1
1,4,249,0,1,1
1,2,27,0,0,0
0,7,473,0,1,1
1,1,355,0,1,1
1,5,339,0,1,1
0,5,141,0,1,1
0,1,80,0,0,1
0,5,431,0,1,1
1,2,324,0,1,1
0,2,29,0,0,0
0,2,17,0,0,0
1,2,62,0,0,0
1,2,25,0,0,1
0,4,52,0,0,1
0,3,27,0,0,0
1,2,62,0,1,1
1,2,448,0,1,1
1,2,66,0,0,0
1,3,430,0,1,1
1,3,126,0,0,0
1,3,284,0,1,1
1,3,424,0,1,1
0,3,348,0,1,1
1,5,338,0,1,1
1,3,427,0,1,1
0,4,79,0,1,1
1,2,364,0,1,1
0,7,24,0,0,0
0,3,212,0,1,1
1,1,105,0,0,1
1,3,328,0,1,1
0,2,336,0,1,1
1,2,393,0,1,1
0,5,78,0,0,0
0,7,365,0,1,1
0,3,332,0,1,1
0,3,67,0,0,0
0,3,386,0,1,1
0,2,143,0,1,1
1,4,338,0,1,1
1,3,374,0,1,1
1,5,86,0,1,1
0,2,66,0,0,0
0,4,23,0,0,0
1,3,230,0,1,1
1,2,92,0,0,1
1,2,93,0,0,1
1,5,19,0,0,0
0,7,185,0,1,1
1,2,447,0,1,1
0,5,70,0,0,0
1,3,51,0,0,1
1,5,197,0,1,1
0,3,472,0,1,1
0,4,263,0,1,1
0,4,474,0,1,1
1,4,429,0,1,1
1,5,90,0,0,1
0,3,87,0,1,1
